group,seed,episode,tau,phi_g
trained,18,2,126,0.3994227233220038
trained,18,2,131,0.5926058683808513
trained,18,2,136,0.6217926243117117
trained,18,2,141,0.6736932306482404
trained,18,3,-279,3.044734155403718
trained,18,3,-274,2.8056477341613952
trained,18,3,-269,2.9033817240373643
trained,18,3,-264,2.1737419535967373
trained,18,3,-259,1.472720936205131
trained,18,3,-254,1.1006263491104895
trained,18,3,-249,1.8732781840010146
trained,18,3,-244,1.4576480205323636
trained,18,3,-239,0.6830340226953957
trained,18,3,-234,0.7933207551616748
trained,18,3,-229,0.7677393116021736
trained,18,3,-224,0.6742682462028501
trained,18,3,-219,0.60595362032158
trained,18,3,-214,0.7214451566931899
trained,18,3,-209,0.7541599438125772
trained,18,3,-204,0.7212701953141505
trained,18,3,-199,0.8330884623090602
trained,18,3,-194,0.7541144074691762
trained,18,3,-189,0.8000941048862246
trained,18,3,-184,0.9790219545105757
trained,18,3,-179,0.7766002636062113
trained,18,3,-174,0.6543642159037704
trained,18,3,-169,1.1256252884202502
trained,18,3,-164,0.943444274346315
trained,18,3,-159,0.8140660716988587
trained,18,3,-154,0.8413610034929734
trained,18,3,-149,0.825183854122443
trained,18,3,-144,0.6192593108677267
trained,18,3,-139,0.46218513058524247
trained,18,3,-134,0.8445041281057754
trained,18,3,-129,0.793901381040141
trained,18,3,-124,0.7657934680115741
trained,18,3,-119,0.7178209281659707
trained,18,3,-114,0.501706265071689
trained,18,3,-109,0.9762666797744505
trained,18,3,-104,1.0659346661725897
trained,18,3,-99,1.0128986701367027
trained,18,3,-94,0.8505112747352717
trained,18,3,-89,0.7789198799956036
trained,18,3,-84,0.7512288749709704
trained,18,3,-79,0.6450806340597673
trained,18,3,-74,0.6110297081915093
trained,18,3,-69,0.601147831474077
trained,18,3,-64,1.0006225325007085
trained,18,3,-59,0.8105818870292435
trained,18,3,-54,0.7652423472482758
trained,18,3,-49,0.64860680374739
trained,18,3,-44,0.7382861930614564
trained,18,3,-39,0.7510406860749683
trained,18,3,-34,0.6284480515053807
trained,18,3,-29,0.6194737968904058
trained,18,3,-24,1.0481426020167304
trained,18,3,-19,0.684626999638669
trained,18,3,-14,1.1666995587235764
trained,18,3,-9,1.3093339287589787
trained,18,3,-4,1.116202410976829
trained,18,3,1,0.7620805674600337
trained,18,3,6,0.7002649366360214
trained,18,3,11,0.6502922004042069
trained,18,3,16,1.2629895318626982
trained,18,3,21,1.268927989803137
trained,18,3,26,1.255301304021699
trained,18,3,31,1.2748757599742062
trained,18,3,36,1.2636087109225846
trained,18,3,41,1.2139743272383008
trained,18,3,46,1.0097191585106935
trained,18,3,51,0.9555715107287831
trained,18,3,56,0.9264029252117704
trained,18,3,61,0.8974888367892476
trained,18,3,66,0.944253616406572
trained,18,3,71,0.41988450915598685
trained,18,3,76,1.0962598785859992
trained,18,3,81,0.5001541649602154
trained,18,3,86,0.6045276338362099
trained,18,3,91,0.8175939712336147
trained,18,3,96,0.8505009103066363
trained,18,3,101,0.7766126452249189
trained,18,3,106,0.5289322816478228
trained,18,3,111,0.4887565840912973
trained,18,3,116,0.5961006187053759
trained,18,3,121,0.536132103305295
trained,18,3,126,0.6784266348516623
trained,18,3,131,0.5488691468352711
trained,18,3,136,0.8456958946374027
trained,18,3,141,1.0652622893838566
trained,18,4,-279,1.8993219721684547
trained,18,4,-274,1.9444860092799547
trained,18,4,-269,1.3703646866874382
trained,18,4,-264,2.211373967010798
trained,18,4,-259,2.1225739354692887
trained,18,4,-254,1.9431282437436803
trained,18,4,-249,1.8434463872766498
trained,18,4,-244,1.2892009854814321
trained,18,4,-239,1.1768193090629715
trained,18,4,-234,0.7422970062751423
trained,18,4,-229,0.8501208502615347
trained,18,4,-224,1.3021617828637557
trained,18,4,-219,0.9706815585524218
trained,18,4,-214,1.2114709608472878
trained,18,4,-209,0.9084729756528392
trained,18,4,-204,0.6717427341752644
trained,18,4,-199,0.7893653947998227
trained,18,4,-194,1.0777181921035872
trained,18,4,-189,1.2679372642479279
trained,18,4,-184,1.2559917828822398
trained,18,4,-179,1.23172719757136
trained,18,4,-174,1.1522088173544764
trained,18,4,-169,0.9195487045726546
trained,18,4,-164,0.7250934240723119
trained,18,4,-159,0.9096131329910064
trained,18,4,-154,0.4739634013635927
trained,18,4,-149,0.6776974207382579
trained,18,4,-144,0.7371197595039306
trained,18,4,-139,0.5618229416457924
trained,18,4,-134,0.6842583036607862
trained,18,4,-129,0.7308345353751724
trained,18,4,-124,0.8222224594544065
trained,18,4,-119,0.8894948699000589
trained,18,4,-114,0.9000149073168958
trained,18,4,-109,0.7836148359686044
trained,18,4,-104,0.7591895387741214
trained,18,4,-99,0.7781513804990716
trained,18,4,-94,1.1331647437509031
trained,18,4,-89,1.2548707766632268
trained,18,4,-84,1.2758169329587121
trained,18,4,-79,1.1447046095860731
trained,18,4,-74,1.1259572090301295
trained,18,4,-69,0.7224740230115698
trained,18,4,-64,0.6518246148737897
trained,18,4,-59,0.6532190615717404
trained,18,4,-54,0.8877911547359473
trained,18,4,-49,0.9273959729172965
trained,18,4,-44,0.9398707923780781
trained,18,4,-39,0.9660588478378114
trained,18,4,-34,0.5989957636929517
trained,18,4,-29,0.49966518379590974
trained,18,4,-24,0.7636442938377244
trained,18,4,-19,0.8520857211458153
trained,18,4,-14,0.9578097381158868
trained,18,4,-9,0.8596262592625505
trained,18,4,-4,0.8315870030735552
trained,18,4,1,0.7835056848864945
trained,18,4,6,1.6228190295168032
trained,18,4,11,1.788917862819405
trained,18,4,16,1.728358426025065
trained,18,4,21,1.6089498509503086
trained,18,4,26,1.5199640738649052
trained,18,4,31,1.403464770827206
trained,18,4,36,1.2858584529052008
trained,18,4,41,0.9369297531493868
trained,18,4,46,0.8291234840447245
trained,18,4,51,0.679792694487057
trained,18,4,56,0.4433342997899642
trained,18,4,61,0.7795723397296593
trained,18,4,66,0.6827694790523314
trained,18,4,71,0.6022739046697965
trained,18,4,76,0.6359587458824436
trained,18,4,81,0.7449876320549167
trained,18,4,86,0.8921208765541834
trained,18,4,91,1.0058212861810767
trained,18,4,96,1.0124726892834102
trained,18,4,101,1.0879833606944675
trained,18,4,106,1.021353353473514
trained,18,4,111,0.903208189607624
trained,18,4,116,0.7857818246326811
trained,18,4,121,0.6622273333265625
trained,18,4,126,0.7985429075680913
trained,18,4,131,0.9875552552334323
trained,18,4,136,0.9217750345564307
trained,18,4,141,0.9187013726699041
trained,18,5,-279,1.800278410381944
trained,18,5,-274,1.822995787321517
trained,18,5,-269,2.4953688397375364
trained,18,5,-264,1.6948546651020715
trained,18,5,-259,1.2523237612908327
trained,18,5,-254,1.244275775627861
trained,18,5,-249,1.8138162932533284
trained,18,5,-244,1.4562384742859644
trained,18,5,-239,1.2483275085800156
trained,18,5,-234,1.035834579100737
trained,18,5,-229,1.417743798579861
trained,18,5,-224,1.129692700977145
trained,18,5,-219,1.073980358661849
trained,18,5,-214,1.3537112249906211
trained,18,5,-209,1.0214629583770494
trained,18,5,-204,0.9632806960937299
trained,18,5,-199,0.6422192148303221
trained,18,5,-194,0.707422941131682
trained,18,5,-189,0.5761523696736571
trained,18,5,-184,0.4908759038353959
trained,18,5,-179,0.44880261655677617
trained,18,5,-174,0.5206295228930666
trained,18,5,-169,0.8870476521454183
trained,18,5,-164,0.7233982388427503
trained,18,5,-159,0.6976867266653487
trained,18,5,-154,0.6946424930325039
trained,18,5,-149,1.1578066923404566
trained,18,5,-144,0.8411122990936266
trained,18,5,-139,0.6838123196705505
trained,18,5,-134,0.4403830047804842
trained,18,5,-129,0.4669985795337909
trained,18,5,-124,0.5921018252043583
trained,18,5,-119,0.7395096598458483
trained,18,5,-114,0.835776448033365
trained,18,5,-109,0.7973717296236495
trained,18,5,-104,0.7718580493066889
trained,18,5,-99,0.6717976066858806
trained,18,5,-94,0.8914775433965498
trained,18,5,-89,0.9234912236742099
trained,18,5,-84,0.9283185521565636
trained,18,5,-79,0.6100351116562954
trained,18,5,-74,0.5720986148622252
trained,18,5,-69,0.5466838170013838
trained,18,5,-64,0.5846604799566661
trained,18,5,-59,0.9256302527920994
trained,18,5,-54,0.9429554650230323
trained,18,5,-49,0.9185873593449754
trained,18,5,-44,0.6005820618226133
trained,18,5,-39,0.9082317809240271
trained,18,5,-34,0.5963253190264145
trained,18,5,-29,0.5412953467161494
trained,18,5,-24,0.8176700605292744
trained,18,5,-19,1.3102856898829511
trained,18,5,-14,1.477113454178922
trained,18,5,-9,1.61760254212134
trained,18,5,-4,1.9420680035856361
trained,18,5,1,1.9037544481625857
trained,18,5,6,1.8929154075489087
trained,18,5,11,1.68607261320141
trained,18,5,16,1.7016297895307482
trained,18,5,21,1.428147743026003
trained,18,5,26,1.322604326781355
trained,18,5,31,1.1431495760127475
trained,18,5,36,1.4048383752739981
trained,18,5,41,1.3301848694494574
trained,18,5,46,1.271695379868738
trained,18,5,51,1.0847710222930262
trained,18,5,56,0.8691539524285928
trained,18,5,61,0.9073027243188408
trained,18,5,66,1.1076480801794668
trained,18,5,71,0.8310793222437378
trained,18,5,76,0.8468521042759191
trained,18,5,81,1.0992521909902702
trained,18,5,86,0.8914273546467335
trained,18,5,91,0.9437327424176114
trained,18,5,96,0.9625084014821803
trained,18,5,101,1.0886214893831723
trained,18,5,106,1.0369898157561024
trained,18,5,111,1.0554765434321998
trained,18,5,116,1.1166609245205152
trained,18,5,121,1.1363925102701666
trained,18,5,126,1.0876411047666594
trained,18,5,131,1.0508591563941283
trained,18,5,136,0.993176358399994
trained,18,5,141,1.0960676281951667
trained,18,6,-279,2.8893793615126144
trained,18,6,-274,2.430795286375932
trained,18,6,-269,2.485316814451116
trained,18,6,-264,1.7516442128046852
trained,18,6,-259,1.1281976430531984
trained,18,6,-254,1.7399798596220695
trained,18,6,-249,1.5420864526110216
trained,18,6,-244,2.151016850821578
trained,18,6,-239,2.168558419763752
trained,18,6,-234,1.950656761192682
trained,18,6,-229,1.2057286842597523
trained,18,6,-224,1.4467539614665619
trained,18,6,-219,1.5176457153005325
trained,18,6,-214,1.5591491379303835
trained,18,6,-209,1.6122804070663013
trained,18,6,-204,1.6559674182937385
trained,18,6,-199,1.5155820326638934
trained,18,6,-194,1.7169830716008345
trained,18,6,-189,1.1662113824778775
trained,18,6,-184,1.222794639761298
trained,18,6,-179,1.7269751480357212
trained,18,6,-174,1.5829532555951407
trained,18,6,-169,1.3499940142917697
trained,18,6,-164,0.8334772727294466
trained,18,6,-159,0.8170125213800729
trained,18,6,-154,0.8086577633685105
trained,18,6,-149,1.0449680435505613
trained,18,6,-144,1.1741841154191066
trained,18,6,-139,0.9300764281798268
trained,18,6,-134,1.0056901256362865
trained,18,6,-129,1.4133679238597323
trained,18,6,-124,1.6413713539755819
trained,18,6,-119,1.721544542663206
trained,18,6,-114,1.371006645142654
trained,18,6,-109,1.2923537021360993
trained,18,6,-104,1.2636252990170955
trained,18,6,-99,0.9122269015935629
trained,18,6,-94,0.7374413339331214
trained,18,6,-89,0.8627207102769616
trained,18,6,-84,0.857440931689891
trained,18,6,-79,0.8223302827770678
trained,18,6,-74,0.7232396274513186
trained,18,6,-69,0.887536378178448
trained,18,6,-64,0.8635623558953881
trained,18,6,-59,0.8233632488609255
trained,18,6,-54,0.9218020423309081
trained,18,6,-49,0.8514204056901885
trained,18,6,-44,0.7314176990474875
trained,18,6,-39,0.7408454111013878
trained,18,6,-34,0.7574364325171423
trained,18,6,-29,0.7056567674546681
trained,18,6,-24,0.7776734144642377
trained,18,6,-19,0.8876813539506354
trained,18,6,-14,1.051700951920729
trained,18,6,-9,1.2313733596761671
trained,18,6,-4,1.2600830915649746
trained,18,6,1,1.275195340583955
trained,18,6,6,1.2718161624875917
trained,18,6,11,1.2401084844936598
trained,18,6,16,1.2138974929962825
trained,18,6,21,1.1947895388622958
trained,18,6,26,1.0964190603830821
trained,18,6,31,1.0852321775822924
trained,18,6,36,1.0578778176685186
trained,18,6,41,0.8324760579984505
trained,18,6,46,0.6357327182329964
trained,18,6,51,0.5977186371331125
trained,18,6,56,0.6213090252787679
trained,18,6,61,0.6313750300647357
trained,18,6,66,0.6823150716550901
trained,18,6,71,0.6764177202318196
trained,18,6,76,0.602568319326322
trained,18,6,81,0.5049923853190723
trained,18,6,86,0.8517512912578575
trained,18,6,91,0.7426756211026543
trained,18,6,96,0.6961442283713686
trained,18,6,101,0.8335464170936592
trained,18,6,106,0.8379393176425817
trained,18,6,111,0.9659403290609457
trained,18,6,116,1.0192399732921396
trained,18,6,121,1.1625873410393937
trained,18,6,126,1.1651250708364231
trained,18,6,131,1.1091157920862225
trained,18,6,136,0.2884337809399323
trained,18,6,141,0.2541381645202323
trained,18,7,-279,1.4341940572003027
trained,18,7,-274,1.3122257506630128
trained,18,7,-269,2.287147272057971
trained,18,7,-264,1.3558026543477728
trained,18,7,-259,2.4189622900011596
trained,18,7,-254,3.2518242995511213
trained,18,7,-249,1.6985393745336717
trained,18,7,-244,3.053190931180328
trained,18,7,-239,2.7069244311198113
trained,18,7,-234,2.472493595905813
trained,18,7,-229,2.333789059137045
trained,18,7,-224,0.9250850331803566
trained,18,7,-219,0.9488132513367953
trained,18,7,-214,1.7918039577276943
trained,18,7,-209,0.9650269494863455
trained,18,7,-204,0.8443222039421514
trained,18,7,-199,0.7543714380477015
trained,18,7,-194,0.6970736761514451
trained,18,7,-189,1.186504845365239
trained,18,7,-184,0.6417650233313125
trained,18,7,-179,0.8189168550761576
trained,18,7,-174,1.2007582944168933
trained,18,7,-169,0.9841141594315992
trained,18,7,-164,1.566727605823914
trained,18,7,-159,1.012499850542526
trained,18,7,-154,1.051738064041555
trained,18,7,-149,1.027535553947288
trained,18,7,-144,0.9775860728831315
trained,18,7,-139,1.047873581434653
trained,18,7,-134,1.1377151220332329
trained,18,7,-129,1.220207402023686
trained,18,7,-124,1.2158685115409087
trained,18,7,-119,1.1302447289335966
trained,18,7,-114,1.0126545101366098
trained,18,7,-109,1.0806755732620092
trained,18,7,-104,0.8618298140122167
trained,18,7,-99,0.8953159719060171
trained,18,7,-94,0.9416112793191607
trained,18,7,-89,1.0658078082044709
trained,18,7,-84,1.0920376704009134
trained,18,7,-79,1.2487410052464634
trained,18,7,-74,1.2179696856025721
trained,18,7,-69,1.228308266084127
trained,18,7,-64,1.1857426516003127
trained,18,7,-59,1.324804120415612
trained,18,7,-54,1.2725503353571606
trained,18,7,-49,1.1284547189583023
trained,18,7,-44,1.2338090943714195
trained,18,7,-39,1.089313959646098
trained,18,7,-34,1.2706923828160424
trained,18,7,-29,1.0913932832825157
trained,18,7,-24,1.9872834751522406
trained,18,7,-19,2.0211351440051066
trained,18,7,-14,1.037756640999855
trained,18,7,-9,1.1926527017396158
trained,18,7,-4,1.3396894748044468
trained,18,7,1,1.5325124108825785
trained,18,7,6,1.5372948346977138
trained,18,7,11,1.5325108471719566
trained,18,7,16,1.5142194489218792
trained,18,7,21,1.389074885018237
trained,18,7,26,1.2914230170704264
trained,18,7,31,1.2226120285106905
trained,18,7,36,1.182645627879839
trained,18,7,41,0.5139843304545327
trained,18,7,46,0.5298016586621304
trained,18,7,51,0.7615708516872097
trained,18,7,56,0.7915189998854799
trained,18,7,61,0.7910711358549141
trained,18,7,66,0.763441637841989
trained,18,7,71,1.0541039431292223
trained,18,7,76,1.3261061959623244
trained,18,7,81,1.1858337359116062
trained,18,7,86,1.2324485543101324
trained,18,7,91,1.2982959872320792
trained,18,7,96,1.3369264897785074
trained,18,7,101,1.263339475385258
trained,18,7,106,1.3184650238906586
trained,18,7,111,1.2478294636850535
trained,18,7,116,0.9033926925383581
trained,18,7,121,0.8957031107204958
trained,18,7,126,1.2301028307017354
trained,18,7,131,0.5565431362252127
trained,18,7,136,1.3451723451950899
trained,18,7,141,0.6283861226264897
trained,18,8,-279,3.7087193405313106
trained,18,8,-274,2.364150054471491
trained,18,8,-269,2.5972418180759
trained,18,8,-264,4.986134576265568
trained,18,8,-259,4.437150855826248
trained,18,8,-254,2.537428466220231
trained,18,8,-249,2.376593098881833
trained,18,8,-244,1.5939807408752096
trained,18,8,-239,1.7466957863761072
trained,18,8,-234,1.3236223477058955
trained,18,8,-229,1.1738616363909613
trained,18,8,-224,1.1072391660856031
trained,18,8,-219,0.977182398933027
trained,18,8,-214,0.922302878296634
trained,18,8,-209,0.9935053520045892
trained,18,8,-204,1.2896719752663177
trained,18,8,-199,1.7610982960719965
trained,18,8,-194,0.8689811250831756
trained,18,8,-189,0.9918901829255782
trained,18,8,-184,1.459593142689649
trained,18,8,-179,1.2962918724490018
trained,18,8,-174,1.058090181365345
trained,18,8,-169,1.1854189763157508
trained,18,8,-164,1.1022397120271434
trained,18,8,-159,1.030835507355258
trained,18,8,-154,1.0043563236284676
trained,18,8,-149,0.7135269353322948
trained,18,8,-144,0.661472286194543
trained,18,8,-139,0.8912094978491043
trained,18,8,-134,0.6312535995411257
trained,18,8,-129,0.6280682116918492
trained,18,8,-124,0.6016154996131353
trained,18,8,-119,0.6000439938817624
trained,18,8,-114,0.5830280473719767
trained,18,8,-109,0.5961283084086796
trained,18,8,-104,0.8420486913241078
trained,18,8,-99,0.6163605452968888
trained,18,8,-94,1.0158585815041095
trained,18,8,-89,1.0771468129758366
trained,18,8,-84,0.8623409557106736
trained,18,8,-79,0.43836026421456326
trained,18,8,-74,0.4028754293595098
trained,18,8,-69,0.9209860082056807
trained,18,8,-64,0.9830963622380374
trained,18,8,-59,0.9086271043149623
trained,18,8,-54,0.681093188720051
trained,18,8,-49,0.617177315152522
trained,18,8,-44,0.689949892247659
trained,18,8,-39,0.7267870246750365
trained,18,8,-34,0.37974409181066293
trained,18,8,-29,1.4072296886850841
trained,18,8,-24,1.396952440532964
trained,18,8,-19,0.9025216150953885
trained,18,8,-14,1.2452625788884641
trained,18,8,-9,1.159516296628341
trained,18,8,-4,1.8277584491696452
trained,18,8,1,1.9955434647626602
trained,18,8,6,2.141250041216211
trained,18,8,11,2.3005456551304926
trained,18,8,16,2.1799871461395037
trained,18,8,21,1.7834001470684062
trained,18,8,26,1.7892367525954995
trained,18,8,31,1.6668735505830414
trained,18,8,36,1.6020646556809282
trained,18,8,41,1.517255117502767
trained,18,8,46,1.4286878422174427
trained,18,8,51,1.3297622881615587
trained,18,8,56,1.1805048901414597
trained,18,8,61,1.012439826381697
trained,18,8,66,1.0999812800221136
trained,18,8,71,1.1144750878303649
trained,18,8,76,1.1513647182563336
trained,18,8,81,1.0654793480450226
trained,18,8,86,0.8486597779044456
trained,18,8,91,0.8423032685333569
trained,18,8,96,0.5254142129193908
trained,18,8,101,0.9627791447326157
trained,18,8,106,0.8693764082789651
trained,18,8,111,0.8984201635075884
trained,18,8,116,0.9593142520769375
trained,18,8,121,0.4516223433748913
trained,18,8,126,0.4705152777144965
trained,18,8,131,0.4452120169375423
trained,18,8,136,0.44528911558706585
trained,18,8,141,0.6451384112345907
trained,18,9,-279,0.7202090386157065
trained,18,9,-274,1.0313978922131435
trained,18,9,-269,2.6172106979793064
trained,18,9,-264,4.314409763749579
trained,18,9,-259,3.5587501000414803
trained,18,9,-254,3.017700693297298
trained,18,9,-249,2.5959826967982806
trained,18,9,-244,2.8523731173010667
trained,18,9,-239,2.706218412649079
trained,18,9,-234,2.692712263361072
trained,18,9,-229,2.7245543821971285
trained,18,9,-224,2.7033304072383695
trained,18,9,-219,2.3916901223682894
trained,18,9,-214,2.009903009517304
trained,18,9,-209,1.4098817087222073
trained,18,9,-204,1.4223083521019624
trained,18,9,-199,1.374511712724689
trained,18,9,-194,1.2839275646434785
trained,18,9,-189,1.2230706578646227
trained,18,9,-184,1.071392781206634
trained,18,9,-179,0.8750723199084487
trained,18,9,-174,1.0596436826219895
trained,18,9,-169,0.5662506208840259
trained,18,9,-164,0.5222798557509593
trained,18,9,-159,0.572498261821844
trained,18,9,-154,0.6498174570375517
trained,18,9,-149,0.5121314676420621
trained,18,9,-144,1.142147829168599
trained,18,9,-139,1.2355745848537514
trained,18,9,-134,1.0837476151195817
trained,18,9,-129,0.824464926729426
trained,18,9,-124,0.6582990138307185
trained,18,9,-119,0.8457926231385731
trained,18,9,-114,0.8333306868560195
trained,18,9,-109,0.8598114071410454
trained,18,9,-104,1.1406758222753832
trained,18,9,-99,1.2677088787552466
trained,18,9,-94,1.391628696683405
trained,18,9,-89,1.3792554163614312
trained,18,9,-84,1.3583954968517893
trained,18,9,-79,1.3730812423444991
trained,18,9,-74,0.7528008320643825
trained,18,9,-69,0.7290927415786856
trained,18,9,-64,0.6829441703381063
trained,18,9,-59,0.6678339965665656
trained,18,9,-54,1.5414567824371654
trained,18,9,-49,1.2166770762539132
trained,18,9,-44,1.1545300980944935
trained,18,9,-39,0.9939146298279257
trained,18,9,-34,1.209572564704375
trained,18,9,-29,1.4105700495636553
trained,18,9,-24,1.6922271442334738
trained,18,9,-19,1.5259579867294955
trained,18,9,-14,1.8418259243755883
trained,18,9,-9,2.036016798565968
trained,18,9,-4,2.0627766838137926
trained,18,9,1,1.8916528053051758
trained,18,9,6,1.6325348250364378
trained,18,9,11,1.398709475010302
trained,18,9,16,1.305960842086948
trained,18,9,21,1.2816313195003448
trained,18,9,26,1.1737156763087402
trained,18,9,31,1.14007116356419
trained,18,9,36,1.205230438281683
trained,18,9,41,1.2525112182545401
trained,18,9,46,1.2251652845452934
trained,18,9,51,1.1319677328827789
trained,18,9,56,1.1754383812865008
trained,18,9,61,0.9452343258460681
trained,18,9,66,0.9900049535283493
trained,18,9,71,1.0670694886462273
trained,18,9,76,1.1224827662001164
trained,18,9,81,0.8888796977581865
trained,18,9,86,0.8750923808962046
trained,18,9,91,0.8981986206658883
trained,18,9,96,0.785874346008304
trained,18,9,101,0.7900746245053203
trained,18,9,106,0.7911599576469677
trained,18,9,111,1.0078783376293248
trained,18,9,116,1.0308827335265054
trained,18,9,121,0.9928211050407529
trained,18,9,126,1.0934901621383464
trained,18,9,131,1.2311733790249293
trained,18,9,136,1.0830795420526755
trained,18,9,141,1.1445549045561343
trained,19,0,-279,3.325935941957707
trained,19,0,-274,2.9916768927503163
trained,19,0,-269,2.7898472829032848
trained,19,0,-264,2.7518193723782383
trained,19,0,-259,2.0808902606892747
trained,19,0,-254,1.7206060480547043
trained,19,0,-249,2.4823245096394553
trained,19,0,-244,2.548878920240969
trained,19,0,-239,2.4114076918111973
trained,19,0,-234,2.027236847638111
trained,19,0,-229,1.6590750384704378
trained,19,0,-224,1.161644023151652
trained,19,0,-219,0.840996767279548
trained,19,0,-214,0.9019886840784183
trained,19,0,-209,1.0488125452340786
trained,19,0,-204,0.9230892308654938
trained,19,0,-199,1.1709630404074094
trained,19,0,-194,1.1067706917380449
trained,19,0,-189,0.948272768763494
trained,19,0,-184,0.8124082736580377
trained,19,0,-179,0.764992162801782
trained,19,0,-174,0.8120078576810518
trained,19,0,-169,1.0626136892271232
trained,19,0,-164,1.1504719334846394
trained,19,0,-159,1.094608835642806
trained,19,0,-154,1.1936887078456666
trained,19,0,-149,0.8751185801907929
trained,19,0,-144,1.0897118320216082
trained,19,0,-139,0.901445246449376
trained,19,0,-134,0.850868803160108
trained,19,0,-129,0.8098453639489497
trained,19,0,-124,0.8120974759862984
trained,19,0,-119,0.816156557434147
trained,19,0,-114,0.9364590555681231
trained,19,0,-109,1.043787363006118
trained,19,0,-104,0.9896368655970753
trained,19,0,-99,0.9702447837136144
trained,19,0,-94,0.9029600329266145
trained,19,0,-89,0.9076199402207354
trained,19,0,-84,0.9035804119259181
trained,19,0,-79,0.8438479007779704
trained,19,0,-74,0.97878181431657
trained,19,0,-69,0.7901990389235294
trained,19,0,-64,0.7732521678751831
trained,19,0,-59,0.5958472260307018
trained,19,0,-54,0.5970250366286702
trained,19,0,-49,0.5757974800852631
trained,19,0,-44,0.6202559288207096
trained,19,0,-39,0.5437912272029894
trained,19,0,-34,0.6994988540177492
trained,19,0,-29,0.2529579316856553
trained,19,0,-24,0.7350358751697399
trained,19,0,-19,0.7120166853498094
trained,19,0,-14,1.2134702377804163
trained,19,0,-9,0.7431121435701293
trained,19,0,-4,0.8917832153492322
trained,19,0,1,1.0409715802304906
trained,19,0,6,0.49386372307529736
trained,19,0,11,0.6877510253588892
trained,19,0,16,0.7200159757195842
trained,19,0,21,0.9266070500864698
trained,19,0,26,0.986304727187562
trained,19,0,31,1.3540952313336028
trained,19,0,36,1.2116848819014938
trained,19,0,41,1.1994127819785616
trained,19,0,46,1.12678284459448
trained,19,0,51,1.2762060755806943
trained,19,0,56,1.4198831863099375
trained,19,0,61,1.3725235978605153
trained,19,0,66,1.3430870737729026
trained,19,0,71,1.2301352972707553
trained,19,0,76,1.1188589115339371
trained,19,0,81,1.1820038451766688
trained,19,0,86,1.2523214738316704
trained,19,0,91,1.1293834370861706
trained,19,0,96,1.6129298004445545
trained,19,0,101,1.5432621039519225
trained,19,0,106,1.0894779138201112
trained,19,0,111,1.0654128562183547
trained,19,0,116,1.3570125874973895
trained,19,0,121,0.9068633688284238
trained,19,0,126,0.7348795216051631
trained,19,0,131,0.9469999465238248
trained,19,0,136,0.9252383827699013
trained,19,0,141,0.6806262416256799
trained,19,1,-279,2.008328876840921
trained,19,1,-274,1.3571087572885705
trained,19,1,-269,0.920524247169743
trained,19,1,-264,2.3368981368153605
trained,19,1,-259,0.858335508650312
trained,19,1,-254,1.574607315762616
trained,19,1,-249,2.3180906270848056
trained,19,1,-244,1.7987328028906255
trained,19,1,-239,2.0976912104440535
trained,19,1,-234,2.0256053065172863
trained,19,1,-229,1.7710162529109272
trained,19,1,-224,2.050049700947339
trained,19,1,-219,2.001483300487142
trained,19,1,-214,2.2045842708686907
trained,19,1,-209,2.1251895233923506
trained,19,1,-204,1.9366617245258735
trained,19,1,-199,2.3477448441658737
trained,19,1,-194,2.497612949927043
trained,19,1,-189,2.627636968584687
trained,19,1,-184,2.6984138188646227
trained,19,1,-179,2.524319361586059
trained,19,1,-174,1.8638885390718507
trained,19,1,-169,1.3893306552125142
trained,19,1,-164,1.4701223349375019
trained,19,1,-159,1.3587469764360982
trained,19,1,-154,1.2463446182719986
trained,19,1,-149,1.0962228543846664
trained,19,1,-144,1.6148710512186553
trained,19,1,-139,2.219935404138293
trained,19,1,-134,0.563594092754977
trained,19,1,-129,1.9669633965765243
trained,19,1,-124,2.0587803400975795
trained,19,1,-119,1.9567817087537542
trained,19,1,-114,1.917879959674655
trained,19,1,-109,1.563588826417315
trained,19,1,-104,2.295118134313022
trained,19,1,-99,2.680358548104895
trained,19,1,-94,2.4318833073996
trained,19,1,-89,2.283136700772965
trained,19,1,-84,1.4937158832164186
trained,19,1,-79,1.4597866071878003
trained,19,1,-74,1.0931256925458552
trained,19,1,-69,0.9221492469166206
trained,19,1,-64,1.6487363924162053
trained,19,1,-59,0.857668129641565
trained,19,1,-54,1.1365285376730958
trained,19,1,-49,0.9376889574860824
trained,19,1,-44,1.0089449979643015
trained,19,1,-39,1.0236485616860684
trained,19,1,-34,0.6040940297064181
trained,19,1,-29,1.0483142851489107
trained,19,1,-24,0.5848652201021586
trained,19,1,-19,0.8964557853780322
trained,19,1,-14,0.6845179514871551
trained,19,1,-9,0.6443187276462767
trained,19,1,-4,1.9012360299364361
trained,19,1,1,0.9643884391683568
trained,19,1,6,1.3142601383143924
trained,19,1,11,2.218224005959081
trained,19,1,16,1.6472256099526081
trained,19,1,21,1.5176055747533026
trained,19,1,26,1.45418123192106
trained,19,1,31,0.7887754543819046
trained,19,1,36,0.9545778509521524
trained,19,1,41,0.9892884440252012
trained,19,1,46,1.0420459470353443
trained,19,1,51,1.1212768243709665
trained,19,1,56,0.8497382987125105
trained,19,1,61,1.2343051488031749
trained,19,1,66,1.3627574270906653
trained,19,1,71,1.2548973625905118
trained,19,1,76,1.1796250143536817
