seed,episode,rep,phi_r_g_ar1
19,8,4,1.6506125298191567
19,9,0,1.342866782323458
19,9,1,1.5255407166361155
19,9,2,1.403230864009688
19,9,3,1.5466530115164947
19,9,4,1.9225548974358473
20,0,0,1.6554583711257544
20,0,1,1.4811421715353301
20,0,2,1.740976384040213
20,0,3,1.6824541365657466
20,0,4,1.678621344064288
20,1,0,1.202700085790672
20,1,1,1.5768612461867502
20,1,2,1.8230606005215644
20,1,3,1.9985181682337778
20,1,4,1.3684082433832756
20,2,0,1.9539186621032196
20,2,1,1.9438256276125134
20,2,2,2.041633310020445
20,2,3,1.505323166976797
20,2,4,1.5965154144600733
20,3,0,1.7418545952118956
20,3,1,1.8534631516548534
20,3,2,1.4653115212796226
20,3,3,1.6086720760611766
20,3,4,1.4624647088089793
20,4,0,1.658605105863473
20,4,1,1.4447224386639554
20,4,2,1.9596859134577118
20,4,3,1.6494886995862799
20,4,4,1.592572327315751
20,5,0,1.7903205529617467
20,5,1,1.6380000682299976
20,5,2,2.194427301845206
20,5,3,1.6933758463324078
20,5,4,2.06275686252242
20,6,0,1.5634384082132327
20,6,1,1.7858825663172937
20,6,2,1.7985910685147322
20,6,3,1.6214121306013394
20,6,4,1.4082918278204204
20,7,0,1.7956699841628425
20,7,1,1.5596086667155635
20,7,2,1.7980171690409392
20,7,3,1.4799293668326023
20,7,4,1.440883023687121
20,8,0,1.5053823364769094
20,8,1,1.9082223009335346
20,8,2,1.670567711537183
20,8,3,1.3462616108107546
20,8,4,1.6552187402536598
20,9,0,1.6567783642181002
20,9,1,2.272626358208093
20,9,2,1.8719326316268023
20,9,3,1.4560764065196778
20,9,4,1.3173107109481732
21,0,0,1.2773878432701458
21,0,1,1.716644837137789
21,0,2,1.6708048603823613
21,0,3,1.768603975924285
21,0,4,1.6290857130734795
21,1,0,1.6734521373700164
21,1,1,1.6314412109184762
21,1,2,1.483352675633078
21,1,3,1.4830806952203526
21,1,4,1.5163905055225626
21,2,0,1.598746377862351
21,2,1,1.8106662930493718
21,2,2,1.8261498656186423
21,2,3,1.5897971601110568
21,2,4,1.467876983427082
21,3,0,1.7494678868868
21,3,1,1.4424764869625006
21,3,2,1.987541134283715
21,3,3,1.3168150117362516
21,3,4,1.6180848619827541
21,4,0,1.9740014003167645
21,4,1,2.0835148724080765
21,4,2,2.0392069082728908
21,4,3,1.6129578151189514
21,4,4,1.8567358845207875
21,5,0,1.8452253522449098
21,5,1,1.8960432877722995
21,5,2,1.598421333119849
21,5,3,1.9826451036658645
21,5,4,1.9386402130394091
21,6,0,1.6531480655639355
21,6,1,1.8629531190348816
21,6,2,2.0410383006644865
21,6,3,1.5708296668772008
21,6,4,1.9653050387996271
21,7,0,1.9229527347954773
21,7,1,1.565913518483009
21,7,2,1.389678278151481
21,7,3,1.3871792995440122
21,7,4,1.6129212186699287
21,8,0,1.3211776906100257
21,8,1,1.6402628398198935
21,8,2,1.4715773280362292
21,8,3,1.344917011521649
21,8,4,1.7528836078927155
21,9,0,1.7037808601133098
21,9,1,1.6381345916694983
21,9,2,1.1954502160668459
21,9,3,1.3725857948016373
21,9,4,1.5074222599068194
22,0,0,1.6747728554060428
22,0,1,1.839955802818648
22,0,2,1.6431285809174117
22,0,3,1.758497281302061
22,0,4,1.5495441068694276
22,1,0,1.7133261237699735
22,1,1,1.9199798353395563
22,1,2,2.1002118482744994
22,1,3,1.6704446137089635
22,1,4,1.2365097495602413
22,2,0,1.6190506172405175
22,2,1,1.6911797888032059
22,2,2,1.9382157183530977
22,2,3,1.7669658938944686
22,2,4,2.064769966940312
22,3,0,1.8497103249725293
22,3,1,1.7924754610994449
22,3,2,2.1020252341881775
22,3,3,2.1324583518675837
22,3,4,1.8165495757483168
22,4,0,1.614050374716517
22,4,1,1.554683457507786
22,4,2,1.4896345977864314
22,4,3,1.7567195531910316
22,4,4,1.5163722560472508
22,5,0,1.4697289436723302
22,5,1,1.5053675327500358
22,5,2,1.6090510946970908
22,5,3,1.7725419590628921
22,5,4,1.696037070576578
22,6,0,1.7463798242379267
22,6,1,2.3101356315423294
22,6,2,1.9983914584542726
22,6,3,1.7140969180201244
22,6,4,1.5469868817507066
22,7,0,1.47195472484759
22,7,1,1.733696150318826
22,7,2,1.877963048423779
22,7,3,1.440516110943019
22,7,4,1.4269309542167457
22,8,0,1.3714587931431037
22,8,1,1.948557747329072
22,8,2,1.846308891412661
22,8,3,1.8294536323538533
22,8,4,1.5709288940891548
22,9,0,2.3425846241662747
22,9,1,1.5486710317662613
22,9,2,1.5537858669921105
22,9,3,1.5510939478583987
22,9,4,1.5510476958778656
23,0,0,1.938688010871652
23,0,1,1.757190188429026
23,0,2,1.7693153849907657
23,0,3,1.932738653079097
23,0,4,1.4808130082512212
23,1,0,1.7326908483137828
23,1,1,1.68808195540123
23,1,2,2.0767795370968978
23,1,3,2.1599590381255345
23,1,4,1.9036395931216616
23,2,0,1.9514794037453558
23,2,1,1.773357030648645
23,2,2,1.9012554510436075
23,2,3,2.315477225732697
23,2,4,1.9615232173109391
23,3,0,1.8058170473620165
23,3,1,1.899193642598067
23,3,2,1.330763709062579
23,3,3,1.6882708229062677
23,3,4,1.234461226002483
23,4,0,1.5860067950972743
23,4,1,1.9256838530648785
23,4,2,1.8375669785216067
23,4,3,2.074975634520016
23,4,4,2.032542991475406
23,5,0,1.9471213128210645
23,5,1,1.8270077085861933
23,5,2,1.458829796110308
23,5,3,1.7238238790730902
23,5,4,2.0373439975093035
23,6,0,1.6333088069529214
23,6,1,2.1733792227594986
23,6,2,1.5175805674676506
23,6,3,1.5976737072513179
23,6,4,1.72235560191438
23,7,0,1.8045810665781656
23,7,1,1.619324141892939
23,7,2,1.6998390133509935
23,7,3,1.715125116564995
23,7,4,1.6794675582806846
23,8,0,1.3365903742534937
23,8,1,1.5903008124268623
23,8,2,1.6516019333489158
23,8,3,2.08115414160224
23,8,4,1.602885912491707
23,9,0,1.6455531541056445
23,9,1,1.3118199370934065
23,9,2,1.8593450962523257
23,9,3,1.5362727030622112
23,9,4,1.9942432285601708
24,0,0,1.593171304045315
24,0,1,1.8840210420318564
24,0,2,1.7495113122732
24,0,3,2.1072047686838005
24,0,4,1.761343998872461
24,1,0,1.5111197490129782
24,1,1,1.7645311224760392
24,1,2,1.37015899829715
24,1,3,1.7274785566772612
24,1,4,1.8867990824744552
24,2,0,2.118565387297567
24,2,1,1.7309426058568147
24,2,2,1.551485853738938
24,2,3,1.6659750520447827
24,2,4,1.6224718392825208
24,3,0,1.7112167671467973
24,3,1,1.8146348245854989
24,3,2,1.9855749674760825
24,3,3,1.3128127757882997
24,3,4,1.7044918352146525
24,4,0,1.475956590930235
24,4,1,1.70719628588419
24,4,2,1.483587319444317
24,4,3,1.685944396157056
24,4,4,1.6384128102010038
24,5,0,1.9494025212633885
24,5,1,1.6966779367992186
24,5,2,1.5944100741851244
24,5,3,1.690597361559445
24,5,4,1.967216091128968
24,6,0,1.9963164592550926
24,6,1,1.663174636128534
24,6,2,1.5139577834212419
24,6,3,1.4309814679028894
24,6,4,1.6582744321843141
24,7,0,1.6752615404721025
24,7,1,1.637435735667456
24,7,2,1.7832166069023359
24,7,3,1.5130558095927287
24,7,4,1.8586828959225503
24,8,0,1.739116871283374
24,8,1,1.705401789610823
24,8,2,1.4795727759791908
24,8,3,1.707581374115604
24,8,4,2.152455207635642
24,9,0,2.019335079313425
24,9,1,1.9144793936853668
24,9,2,2.380898759634202
24,9,3,1.9467518285767489
24,9,4,1.808366566782438
25,0,0,1.4701171101752448
25,0,1,1.8870143627765903
25,0,2,1.713062109038779
25,0,3,1.3989845942644943
25,0,4,1.343844742430501
25,1,0,1.6394353750270574
25,1,1,1.9105449084042998
25,1,2,1.6987522696445376
25,1,3,2.0786915141455147
25,1,4,1.5456531296764875
25,2,0,1.8031875676120104
25,2,1,1.7697647139867554
25,2,2,1.648618933318547
25,2,3,1.8490185653359206
25,2,4,1.3043136158497157
25,3,0,1.9514509215476643
25,3,1,1.3608135709921925
25,3,2,1.668665783139192
25,3,3,2.009412116144972
25,3,4,2.036516907158766
25,4,0,1.5664306417724947
25,4,1,1.6723138658721708
25,4,2,2.017054648138133
25,4,3,2.1213432574957602
25,4,4,1.8398314766663557
25,5,0,1.903783421950895
25,5,1,1.4640851986235206
25,5,2,2.0372407163382285
25,5,3,1.775837827046733
25,5,4,1.4593791379189447
25,6,0,1.7187022982177758
25,6,1,1.4736457286986795
25,6,2,1.1126076270552163
25,6,3,2.0424398106555617
25,6,4,1.5840424660353136
25,7,0,1.7847485411068793
25,7,1,1.8190015116357445
25,7,2,1.8306881536707198
25,7,3,1.8473410203634293
25,7,4,1.8386744308481089
25,8,0,1.4322198318736272
25,8,1,1.6754289740651327
25,8,2,1.745818300852879
25,8,3,1.4849088692556829
25,8,4,1.8154419914178157
25,9,0,1.77606147383122
25,9,1,1.8486694035722375
25,9,2,1.8509316054983835
25,9,3,1.5752478616412589
25,9,4,1.5339036076993648
26,0,0,1.7093093236556642
26,0,1,1.328223060430661
26,0,2,1.5419801928266614
26,0,3,1.5035616029491141
26,0,4,1.790645283525819
26,1,0,1.2657941852746912
26,1,1,2.003335422678028
26,1,2,1.2217743169353936
26,1,3,1.4773080113677595
26,1,4,1.4605369152599326
26,2,0,1.669583110862382
26,2,1,1.9626093072775639
26,2,2,2.067444147949307
26,2,3,1.7096319386501286
26,2,4,1.4155598334525406
26,3,0,1.3651014091706886
26,3,1,1.5441778956210808
26,3,2,1.6224855441170827
26,3,3,1.774668945769239
26,3,4,1.7586077529263284
26,4,0,1.2655722739277673
26,4,1,1.602299419256554
26,4,2,1.3864466072227226
26,4,3,1.4558905498119172
26,4,4,1.4772912541806247
26,5,0,1.972203761744582
26,5,1,1.710214987709229
26,5,2,1.4169064142992378
26,5,3,1.600464750364623
26,5,4,1.4765380492671367
26,6,0,1.8054365469962672
26,6,1,1.6136018797703833
26,6,2,1.5334395106292174
26,6,3,1.8252429433896342
26,6,4,1.3191728037287842
26,7,0,1.6708974548133637
26,7,1,2.10795183228662
26,7,2,1.5387124228896059
26,7,3,1.6758473390618627
26,7,4,1.775806557087778
26,8,0,1.6446325286040728
26,8,1,1.5857162145893238
26,8,2,1.7088580085211023
26,8,3,1.2284975411712102
26,8,4,1.3626285171291581
26,9,0,1.9398200919888793
26,9,1,1.4031999485117927
26,9,2,1.720016883126637
26,9,3,1.7386526703631646
26,9,4,1.9715899070769858
27,0,0,1.1658161717564919
27,0,1,0.8497113577173847
27,0,2,0.9747579848404975
27,0,3,0.9811253855165819
27,0,4,1.0773161603889565
27,1,0,1.1525589904549856
27,1,1,1.196115973937948
27,1,2,1.2245780507430677
27,1,3,1.3241168501685712
27,1,4,1.3036764759119746
27,2,0,1.0176444257583748
27,2,1,1.4820016169914672
27,2,2,1.6632483853879492
27,2,3,1.102444009918845
27,2,4,1.4483813868008786
27,3,0,1.4058528568392945
27,3,1,1.3271437104717645
27,3,2,1.1821180287410977
27,3,3,0.9490662664643927
27,3,4,1.1739825220903821
27,4,0,1.0563470084090758
27,4,1,0.8582624464920119
27,4,2,0.86540443384722
27,4,3,1.1761392053925859
27,4,4,1.086628776408988
27,5,0,1.2111637411148442
27,5,1,0.9626392836267148
27,5,2,1.0484393276509787
27,5,3,1.3939150391029553
27,5,4,0.9499239121891003
27,6,0,1.0220265781433784
27,6,1,1.3774378804023524
27,6,2,1.0155828576200618
27,6,3,0.9597740380076707
27,6,4,1.2232809623086784
27,7,0,1.2506801909611012
27,7,1,1.2059196804432337
27,7,2,1.1619429412409599
27,7,3,1.3880254671732435
27,7,4,1.067433989180372
27,8,0,1.1396373484462163
27,8,1,1.0803930312683234
27,8,2,1.3865057685755775
27,8,3,1.3762395325749301
27,8,4,1.1655412446466098
27,9,0,1.1922626348499779
27,9,1,1.5357650957926698
27,9,2,0.9149953031982606
27,9,3,1.0746248972632362
27,9,4,1.4815667683640115
28,0,0,1.4452618074153718
28,0,1,1.3349777208602545
28,0,2,1.3779427019035564
28,0,3,1.6226852332066062
28,0,4,1.6154279108427194
28,1,0,1.3599308713049851
28,1,1,1.5963545901074445
28,1,2,1.9490244685696567
28,1,3,1.5996332412493404
28,1,4,1.3945597429309862
28,2,0,2.035034828932754
28,2,1,1.8786418612211198
28,2,2,1.5884676381096487
28,2,3,1.2986968643572452
28,2,4,1.1786284391268607
28,3,0,1.2327930135512433
28,3,1,1.8377641454245588
28,3,2,1.4046282226711935
28,3,3,1.616684219654415
28,3,4,1.5705212084320035
28,4,0,1.3971008698489351
28,4,1,1.5351320530165604
28,4,2,1.4966469684213992
28,4,3,1.469762845363319
28,4,4,1.6269528323059501
28,5,0,1.7450854727140153
28,5,1,1.6522036116308567
28,5,2,1.6742522360884742
28,5,3,1.4933811979205514
28,5,4,1.6947222305358964
28,6,0,1.4431322911421987
28,6,1,1.6701117403253956
28,6,2,1.7271461352726707
28,6,3,1.8664612025841463
28,6,4,1.5258253422146046
28,7,0,1.8395666618558315
28,7,1,1.6630512233426695
28,7,2,1.787200202179502
28,7,3,1.513702997935983
28,7,4,1.820257857863744
28,8,0,1.374164911185984
28,8,1,1.6124013649307227
28,8,2,1.5518089632603278
28,8,3,1.6063605350997736
28,8,4,1.664845548482882
28,9,0,1.8195692168866198
28,9,1,1.415464434292962
28,9,2,1.4589635067430997
28,9,3,1.9254757250213186
28,9,4,1.4082110329141584
29,0,0,1.4950385640393846
29,0,1,1.6665763357469605
29,0,2,1.6725650662469949
29,0,3,1.410145071839385
29,0,4,1.7510603505187727
29,1,0,1.4202410791221118
29,1,1,1.5534602672238285
29,1,2,1.4431554997081004
29,1,3,1.6204852469003532
29,1,4,1.445706162106474
29,2,0,1.6682331056545912
29,2,1,1.7573128529418711
29,2,2,1.9390664673863531
29,2,3,2.229884913207658
29,2,4,1.5942936263687502
29,3,0,2.033005541671929
29,3,1,1.7490063830931337
29,3,2,1.6254719394857644
29,3,3,1.2903263439617505
29,3,4,1.894608597857277
29,4,0,1.5628739634067095
29,4,1,1.271137618679548
29,4,2,1.5027943855827712
29,4,3,1.5624723021353297
29,4,4,1.4459290025536378
29,5,0,1.635760192388516
29,5,1,1.4870295362418504
29,5,2,1.249169368645139
29,5,3,1.7368124634094755
29,5,4,1.3184851739164412
29,6,0,1.6623254383793502
29,6,1,1.6336491227254124
29,6,2,1.52119644522797
29,6,3,1.3983141034474644
29,6,4,1.6994685768256788
29,7,0,1.460707759844805
29,7,1,1.5137108859782165
29,7,2,1.8610234507705443
29,7,3,1.7357740817804839
29,7,4,1.7412633820588428
29,8,0,1.4452016945569377
29,8,1,1.3808489952509158
29,8,2,1.454891711188611
29,8,3,1.4340914853553877
29,8,4,1.4906395251922901
29,9,0,1.4305516892501324
29,9,1,1.3582403674376333
29,9,2,1.4949309989595072
29,9,3,1.6759300502041334
29,9,4,1.5546306211032908
30,0,0,1.7192076076630136
30,0,1,1.9953960244143465
30,0,2,1.2226275315673676
30,0,3,1.414824335345628
30,0,4,1.859932259872676
30,1,0,1.720989097232147
30,1,1,1.3457962946386495
30,1,2,1.6849420079578126
30,1,3,1.3321132161022202
30,1,4,1.958139119507501
30,2,0,1.704780445396394
30,2,1,1.2945268959763954
30,2,2,1.809425311801382
30,2,3,1.705390560721091
30,2,4,1.4337581370785446
30,3,0,1.4429668491704173
30,3,1,1.375828068097363
30,3,2,1.3388116167130295
30,3,3,1.156478235030391
30,3,4,1.3213924663533945
30,4,0,1.408190239398298
30,4,1,1.592239837975835
30,4,2,1.2490924659035998
30,4,3,1.833940411487884
30,4,4,2.0458793936760067
30,5,0,1.7402993588578186
30,5,1,1.9136587447492397
30,5,2,1.2893872748364
30,5,3,1.5332664509697085
30,5,4,1.6491893720485158
30,6,0,1.8087811456035578
30,6,1,1.6307369553697668
30,6,2,1.5861223019494124
30,6,3,2.0457241220060514
30,6,4,1.8259925071862286
30,7,0,1.4473800242477626
30,7,1,1.6667032647004971
30,7,2,1.47069469636337
30,7,3,1.7747382315293065
30,7,4,1.6373147992714645
30,8,0,1.159211842153391
30,8,1,1.5894832943384696
30,8,2,1.5793589717033591
30,8,3,1.1870188183279986
30,8,4,1.9692901456441687
30,9,0,1.6633985136283704
30,9,1,1.355274871093198
30,9,2,1.6615454372499197
30,9,3,1.7158335194250918
30,9,4,1.419874816064731
